A1_1_PEIS,A1_2_FAULT_DISTANCE,A1_3_SEISMIC_SOURCE_TYPE,A1_4_LIQUEFACTION,A2_1_BASIC_WIND_SPEED,A2_2_BUILDING_VICINITY,A3_1_SLOPE,A3_2_ELEVATION,A3_3_DISTANCE_TO_RIVERS_AND_SEAS,A3_4_SURFACE_RUNOFF,A3_5_BASE_HEIGHT,A3_6_DRAINAGE_SYSTEM,B1_1_AESTHETIC_THEME,B1_2_STYLE_UNIQUE,B1_3_STYLE_TYPICAL,B1_4_CITYSCAPE_INTEGRATION,B2_1_AGE_OF_BUILDING,B2_2_PAST_RELEVANCE,B2_3_GEO_IMPACT,B2_4_CULTURAL_HERITAGE_TIE,B2_5_MESSAGE_WORTH_PRESERVING,B3_1_NO_INITIATIVES,B3_2_PROMINENT_SUPPORT,B3_3_IMPORTANCE_DAILY_LIFE,B3_4_NO_PROMOTION,B4_1_TOURIST_MUST_SEE,B4_2_TOURISM_CONTRIBUTION,B4_3_VISITED_FOR_GOODS,B4_4_CURRENT_USE_ADOPTS_NEEDS,C1_1_CODE_YEAR_BUILT,C1_2_PLAN_IRREGULARITY,C1_3_VERTICAL_IRREGULARITY,C1_4_BUILDING_PROXIMITY,C1_5_NUMBER_OF_STOREYS,C1_6_STRUCT_SYSTEM_MATERIAL,C1_7_NUMBER_OF_BAYS,C1_8_COLUMN_SPACING,C1_9_BUILDING_ENCLOSURE,C1_10_WALL_MATERIAL,C1_11_FRAMING_TYPE,C1_12_FLOORING_MATERIAL,C2_1_CRACK_WIDTH,C2_2_UNEVEN_SETTLEMENT,C2_3_BEAM_COLUMN_DEFORMATION,C2_4_FINISHING_DETERIORATION,C2_5_MEMBER_DECAY,C2_6_ADDITIONAL_LOADS,C3_1_ROOF_DESIGN,C3_2_ROOF_SLOPE,C3_3_ROOFING_MATERIAL,C4_1_ROOF_FASTENERS,C4_2_FASTENER_SPACING,HAZARD_RATING,EXPOSURE_RATING,VULNERABILITY_RATING,RISK_RATING,RISK_INDEX,risk
3,3,3,1,1,3,3,3,1,3,3,3,3,1,1,1,1,3,1,1,3,3,1,1,1,1,3,3,1,1,3,2,3,3,3,3,3,2,3,3,3,1,1,1,3,3,3,1,1,1,1,3,2.36,1.7272727272727273,2.156862745098039,8.792156862745097,3.2563543936092954,LOW
1,3,3,3,1,3,1,1,3,3,3,1,2,3,3,1,2,3,3,3,3,3,2,1,3,1,2,3,1,2,3,3,1,2,3,1,3,1,3,1,3,1,1,1,3,1,3,1,3,1,3,3,2.28,2.272727272727273,1.9607843137254901,10.16042780748663,3.7631214101802337,MEDIUM
1,3,2,1,1,1,1,3,1,1,1,1,1,1,3,1,3,2,2,3,1,1,3,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1.44,1.6363636363636365,1.3725490196078431,3.2342245989304814,1.197860962566845,LOW
3,3,3,3,1,3,3,3,1,1,1,3,1,3,3,2,1,3,1,1,1,1,3,3,3,1,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,1,3,1,3,2,1,2,1,3,1,3,2.44,1.9696969696969697,2.3333333333333335,11.214141414141414,4.153385708941265,MEDIUM
3,1,3,3,1,3,3,3,1,2,3,3,3,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,2,3,3,2,3,1,1,3,3,2,3,1,2.32,2.727272727272727,2.4901960784313726,15.756149732620319,5.8356110120816,MEDIUM
3,3,1,3,3,1,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2.6,2.4545454545454546,2.9019607843137254,18.519786096256684,6.859180035650624,HIGH
3,1,3,1,3,3,3,3,3,3,1,1,3,3,1,1,1,3,3,3,3,1,1,3,3,2,1,3,1,3,1,3,3,1,1,3,3,1,1,3,1,1,1,3,1,1,1,3,1,1,3,1,2.28,2.090909090909091,1.8235294117647058,8.69326203208556,3.219726678550207,LOW
3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,2.92,2.6666666666666665,2.8627450980392157,22.29124183006536,8.2560154926168,HIGH
3,3,3,3,3,3,1,3,1,2,3,3,3,1,1,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2.64,2.6363636363636362,2.843137254901961,19.788235294117648,7.328976034858387,HIGH
1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,1,1,1,3,3,3,1,1,1,1,1,1,3,2,1,3,2,1,1,2,3,1,1,1,3,3,1,3,3,3,2,3,3,1,1,1,1.16,1.6666666666666667,1.9803921568627452,3.8287581699346407,1.4180585814572744,LOW
3,1,1,3,3,3,3,3,3,1,3,1,3,3,1,3,1,3,1,3,1,1,1,3,3,1,3,1,3,3,3,3,3,3,1,3,1,3,2,1,3,3,1,1,1,3,1,3,1,3,3,1,2.28,2.090909090909091,2.235294117647059,10.656256684491977,3.9467617349970285,MEDIUM
1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,1,2,3,1,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,2.52,2.5757575757575757,2.5686274509803924,16.672727272727276,6.175084175084176,MEDIUM
1,3,1,1,1,3,3,1,3,3,3,1,3,3,3,3,3,3,1,3,3,1,1,1,3,1,1,3,3,2,3,3,1,3,1,3,1,1,3,1,1,3,1,3,1,1,1,1,1,3,3,1,1.88,2.272727272727273,1.9215686274509804,8.210338680926917,3.0408661781210804,LOW
1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1.32,1.1818181818181819,1.3529411764705883,2.110588235294118,0.7816993464052289,LOW
1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1.08,1.2727272727272727,1.2352941176470589,1.6979679144385027,0.6288770053475935,LOW
3,1,1,3,1,2,1,3,1,3,2,3,3,1,1,1,3,1,3,1,1,3,1,3,3,3,1,3,2,3,3,1,3,3,1,3,3,2,3,3,3,3,3,1,3,1,3,1,3,3,3,3,1.92,2.0303030303030303,2.4705882352941178,9.630802139037433,3.566963755199049,LOW
1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,1,3,3,3,3,3,3,1,1,3,1,3,3,1,1,3,3,3,3,3,3,3,2.76,2.757575757575758,2.372549019607843,18.057254901960786,6.687872185911402,MEDIUM
3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,3,2,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.8,2.5454545454545454,2.8627450980392157,20.40356506238859,7.556875949032812,HIGH
3,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.32,1.1515151515151516,1.1764705882352942,1.7882352941176474,0.6623093681917213,LOW
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.3333333333333333,1.0,1.3333333333333333,0.49382716049382713,LOW
1,3,1,3,1,3,3,1,1,3,1,3,1,1,3,3,3,3,3,2,3,1,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,1,3,1,2,3,3,1,1.96,2.3333333333333335,2.4313725490196076,11.119477124183005,4.118324860808521,MEDIUM
3,3,1,1,3,1,1,1,1,1,1,1,1,3,3,1,1,3,1,3,1,1,1,2,3,1,1,1,2,3,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.64,1.7272727272727273,1.4313725490196079,4.054688057040998,1.501736317422592,LOW
1,1,3,1,1,1,3,1,1,2,1,3,3,3,3,3,1,3,3,3,3,3,1,3,1,3,3,3,1,2,3,1,1,1,3,3,3,1,3,1,3,3,1,2,3,3,3,3,3,1,3,3,1.52,2.393939393939394,2.3333333333333335,8.490505050505051,3.144631500187056,LOW
1,3,3,3,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,1,1,3,3,3,3,3,3,1,2.36,2.696969696969697,2.2941176470588234,14.601711229946522,5.408041196276489,MEDIUM
3,3,3,3,3,3,1,3,1,1,1,3,3,1,3,3,3,1,2,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,1,3,2.52,2.484848484848485,2.7450980392156863,17.189304812834223,6.366409189938601,MEDIUM
1,3,3,3,3,3,1,1,1,2,3,3,3,1,1,3,3,1,3,3,1,3,1,1,1,3,3,3,3,2,3,3,1,1,3,3,3,3,1,1,1,1,3,1,3,3,1,3,3,1,3,1,2.32,2.090909090909091,2.156862745098039,10.462745098039214,3.875090777051561,MEDIUM
1,1,3,2,1,1,3,1,3,1,3,1,1,3,3,3,1,1,1,3,1,1,1,3,3,3,3,1,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,1,3,2,3,3,3,1,1.76,1.8484848484848484,2.5098039215686274,8.165228758169935,3.024158799322198,LOW
2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.24,1.121212121212121,1.1176470588235294,1.553868092691622,0.575506700996897,LOW
1,1,1,3,3,3,3,1,3,3,3,1,1,1,1,1,3,3,1,1,1,3,1,3,1,3,1,1,3,1,1,1,1,3,1,3,3,1,1,3,3,3,3,1,3,1,3,1,1,1,3,3,2.04,1.8484848484848484,1.8235294117647058,6.876363636363636,2.5468013468013466,LOW
3,3,3,1,1,1,3,1,3,1,3,3,1,3,1,1,3,3,1,1,1,1,1,3,3,3,3,3,1,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2.28,1.9090909090909092,1.5686274509803921,6.827807486631015,2.5288175876411167,LOW
3,1,3,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,3,1,2,1,1,1,2,3,1,3,1,3,1,1,3,1,1,1.56,1.3636363636363635,1.4901960784313726,3.1700534759358283,1.1740938799762326,LOW
1,3,1,1,1,1,1,3,3,1,1,1,3,3,3,3,3,1,1,3,1,3,1,1,1,1,3,1,3,1,3,3,3,2,2,1,1,3,1,1,3,1,3,3,1,1,1,1,3,3,3,1,1.56,1.9696969696969697,1.8823529411764706,5.783957219251337,2.142206377500495,LOW
1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.0,1.2121212121212122,1.1372549019607843,1.3784907902554961,0.5105521445390727,LOW
1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,3,3,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1.08,1.4545454545454546,1.392156862745098,2.186951871657754,0.809982174688057,LOW
3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2.68,2.6363636363636362,2.7254901960784315,19.256827094474154,7.132158183138576,HIGH
1,1,1,3,3,1,1,3,1,3,3,3,3,3,3,1,1,1,1,1,2,2,3,3,3,3,1,1,1,1,2,1,1,2,3,1,3,3,1,3,3,3,3,1,3,1,3,3,3,1,2,3,1.8,2.0,2.0784313725490198,7.4823529411764715,2.7712418300653594,LOW
1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.5757575757575757,1.1176470588235294,1.7611408199643492,0.6522743777645739,LOW
1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,3,1,3,1,3,1,1,3,1,1,3,1,1,1,1,3,3,1,1,3,1,1,1,1,3,1,1,1,1,3,2,1,1,3,1,1.24,1.7272727272727273,1.411764705882353,3.023743315508021,1.1199049316696374,LOW
3,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,2,1,1,3,2,1,1.56,1.2424242424242424,1.3137254901960784,2.546238859180036,0.9430514293259391,LOW
2,3,3,1,3,1,3,3,3,2,3,3,1,1,3,1,3,2,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,3,1,3,1,1,3,3,3,3,1,2.44,2.303030303030303,2.392156862745098,13.442471776589425,4.978693250588676,MEDIUM
1,1,1,1,3,1,1,3,1,3,1,3,3,3,1,3,3,1,3,1,3,1,1,3,3,3,3,1,3,1,3,1,1,1,3,3,1,1,3,1,3,3,1,3,1,1,1,3,1,1,3,1,1.48,2.212121212121212,1.8235294117647058,5.9701247771835995,2.2111573248828145,LOW
1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.24,1.7575757575757576,1.196078431372549,2.606726084373143,0.9654541053233862,LOW
3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,1,1,3,3,1,3,3,2,3,1,2,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2.84,2.121212121212121,2.764705882352941,16.65525846702317,6.1686142470456184,MEDIUM
3,1,1,3,3,1,3,3,3,2,2,3,1,3,3,1,1,3,3,3,1,1,3,1,1,3,1,3,3,1,3,3,2,3,3,3,3,3,3,3,2,1,3,3,3,3,1,1,1,3,3,3,2.28,1.9696969696969697,2.4901960784313726,11.183244206773617,4.141942298805043,MEDIUM
3,1,1,1,1,3,1,3,1,3,1,1,3,2,3,1,1,1,3,1,1,1,1,1,1,1,3,3,1,3,3,3,1,3,3,3,1,1,1,3,1,3,3,1,1,2,1,1,1,1,3,1,1.56,1.393939393939394,1.9215686274509804,4.1785383244206775,1.5476067868224732,LOW
3,1,2,3,1,3,1,1,1,1,1,3,3,1,1,3,3,3,1,3,1,3,3,3,1,3,3,3,1,3,3,2,2,1,3,2,3,3,3,3,1,1,1,3,1,1,3,3,3,2,1,3,1.92,2.393939393939394,2.2941176470588234,10.544598930481284,3.905407011289364,MEDIUM
3,3,3,1,3,3,1,3,1,1,3,3,3,1,1,3,3,1,3,1,2,3,3,3,1,1,3,1,3,3,3,1,1,3,1,3,1,3,3,3,3,1,1,1,3,3,3,3,1,3,1,3,2.36,2.1515151515151514,2.372549019607843,12.046797385620915,4.461776809489227,MEDIUM
1,3,2,1,1,3,1,3,1,1,1,1,1,3,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,2,3,1,1,3,3,1,1,1,1,1.6,1.3636363636363635,1.5686274509803921,3.4224598930481283,1.2675777381659734,LOW
3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2.68,2.878787878787879,2.9019607843137254,22.38906714200832,8.29224708963271,HIGH
3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,2,1,1,1,3,3,3,1,3,3,3,3,3,1,3,2.76,2.878787878787879,2.3333333333333335,18.53939393939394,6.866442199775533,HIGH
1,1,1,1,2,3,2,1,1,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1.44,1.2424242424242424,1.411764705882353,2.525775401069519,0.9354723707664885,LOW
3,2,1,3,1,1,1,3,3,1,1,3,1,1,2,1,1,3,3,3,3,1,1,1,3,1,1,3,3,1,3,1,1,1,3,3,3,3,3,1,3,1,3,3,3,3,3,3,2,3,1,1,2.08,1.878787878787879,2.2745098039215685,8.888508615567439,3.29204022798794,LOW
3,3,3,1,3,3,1,3,3,1,1,3,1,3,1,3,3,3,3,3,3,3,1,1,1,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,2,3,2.52,2.090909090909091,2.784313725490196,14.67080213903743,5.433630421865715,MEDIUM
3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,2.84,3.0,2.764705882352941,23.55529411764706,8.724183006535947,HIGH
1,3,3,3,1,2,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,3,3,1,1,3,1,3,1,3,1,1,1,2,3,1,3,3,1,1,3,3,1,1,2.28,1.4242424242424243,2.0588235294117645,6.685561497326202,2.4761338878985932,LOW
3,1,1,3,3,1,1,3,3,3,1,3,1,1,3,1,3,1,3,1,1,3,3,3,1,1,1,1,1,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,1,3,3,2.2,1.7272727272727273,2.7058823529411766,10.282352941176471,3.808278867102397,MEDIUM
3,3,3,1,3,1,3,3,1,3,2,3,3,1,3,3,3,3,3,3,1,3,1,3,1,3,1,1,3,3,3,1,3,2,3,3,3,3,3,1,3,3,1,3,1,3,3,3,3,2,3,3,2.32,2.3333333333333335,2.5686274509803924,13.90483660130719,5.149939481965626,MEDIUM
1,3,3,1,1,1,1,3,3,3,1,2,3,3,1,3,3,3,1,3,1,1,3,1,1,3,3,1,3,1,3,3,3,3,3,1,1,3,3,3,3,3,2,3,3,1,1,3,3,3,3,3,1.96,2.212121212121212,2.549019607843137,11.051931075460484,4.093307805726106,MEDIUM
1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,3,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1.44,1.1818181818181819,1.392156862745098,2.369197860962567,0.8774806892453951,LOW
1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,1,1,1,3,3,3,1,1,1,1,1,3,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1.24,1.8484848484848484,1.3137254901960784,3.0112180629827687,1.1152659492528774,LOW
3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,2,3,3,3,1,2,3,3,1,1,1,3,3,1,3,3,1,3,3,3,1,1,1,3,3,1,1,3,3,1,1,1,2.88,2.393939393939394,2.0980392156862746,14.465026737967914,5.357417310358486,MEDIUM
2,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,3,1,1,3,3,1,1,1,1,1,3,3,3,3,3,3,1,3,1,1,3,3,1,1,3,1,3,3,3,3,3,3,1,1,3,1,1.28,1.7272727272727273,2.215686274509804,4.898680926916222,1.8143262692282303,LOW
3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,3,1,1,1,3,3,3,3,3,3,3,3,1,3.0,2.9393939393939394,2.627450980392157,23.16934046345811,8.581237208688188,HIGH
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,1,1,1,2,1,1,3,1,1,1,1.0,1.121212121212121,1.5490196078431373,1.736779560308972,0.643251689003323,LOW
1,1,1,1,1,1,3,1,1,1,3,1,3,3,1,3,3,2,1,3,3,1,1,1,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1.16,1.9393939393939394,1.4901960784313726,3.3524896019013664,1.2416628155190246,LOW
2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,1,3,2,1,3,1,1,1,2,1,3,3,2,1,1,1,1,1,1,1,3,3,1,1.12,1.606060606060606,1.6470588235294117,2.9627094474153295,1.097299795339011,LOW
1,3,3,3,3,2,3,3,3,3,1,1,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,2.44,2.8181818181818183,2.5294117647058822,17.393155080213905,6.441909288968112,MEDIUM
3,3,3,1,1,3,3,1,1,1,1,1,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,1,3,1,3,3,3,3,1,1,1,1,1,3,3,1,1,1,3,3,3,1.96,2.757575757575758,2.215686274509804,11.9754486036839,4.4353513346977405,MEDIUM
3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,2,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,1,2,3,1,3,3,3,3,3,2.92,2.515151515151515,2.6470588235294117,19.440641711229944,7.2002376708259055,HIGH
1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,1,1,3,3,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,1,1,3,1,1,3,3,1,1,1,3,3,1.16,1.696969696969697,1.8235294117647058,3.5895900178253117,1.329477784379745,LOW
3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,1,3,3,1,1,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,3,1,3,3,3,3,2.92,2.272727272727273,2.627450980392157,17.436720142602496,6.458044497260183,MEDIUM
3,1,1,1,3,3,3,3,3,3,3,2,1,3,1,3,3,3,3,1,3,1,1,3,3,1,3,3,1,3,3,3,3,3,2,2,3,1,3,3,3,1,3,3,3,3,3,3,2,3,3,3,2.2,2.090909090909091,2.6666666666666665,12.266666666666667,4.54320987654321,MEDIUM
1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.08,1.303030303030303,1.0588235294117647,1.4900534759358288,0.5518716577540107,LOW
1,3,3,3,3,1,3,1,1,3,3,3,1,3,3,1,1,1,3,3,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,3,3,1,1,1,1,1,1,3,1,3,1,1,1,2,2.28,1.5454545454545454,1.7058823529411764,6.010909090909091,2.226262626262626,LOW
3,3,2,1,3,3,2,3,3,1,3,3,1,1,3,3,3,3,3,3,3,1,1,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,1,1,3,3,3,1,1,3,3,3,3,3,1,3,2.52,2.272727272727273,2.176470588235294,12.46524064171123,4.616755793226382,MEDIUM
3,3,1,3,3,3,3,3,1,3,3,2,3,3,3,2,3,3,3,3,3,1,3,1,1,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2.44,2.393939393939394,2.9607843137254903,17.29456922162805,6.4053960080103876,MEDIUM
1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,2,1.36,1.1818181818181819,1.196078431372549,1.9224242424242426,0.7120089786756455,LOW
3,1,1,2,1,1,3,3,3,3,1,1,3,1,1,1,3,3,3,1,3,3,1,1,3,1,3,1,3,3,1,3,3,1,1,3,3,1,3,3,3,3,3,1,1,1,1,1,1,2,1,3,1.84,2.1515151515151514,1.9019607843137254,7.529459298871063,2.7886886292115047,LOW
3,3,1,3,3,3,1,1,2,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2.48,2.5454545454545454,2.843137254901961,17.94795008912656,6.647388921898726,MEDIUM
1,1,3,3,1,1,3,3,3,2,3,1,1,3,3,3,1,1,3,3,3,1,3,3,3,1,3,1,1,1,3,3,3,3,3,3,1,3,3,1,1,3,3,3,1,3,3,1,1,3,1,3,2.0,2.090909090909091,2.2549019607843137,9.429590017825312,3.4924407473427084,LOW
2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,3,1,1,3,3,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1.36,1.5757575757575757,1.4901960784313726,3.1935353535353537,1.1827908716797606,LOW
1,3,1,1,1,3,1,3,3,1,2,1,3,3,1,3,1,3,2,1,3,1,3,1,1,2,1,1,3,1,1,3,3,3,1,3,3,1,1,1,3,3,3,3,3,3,1,3,1,1,3,3,1.76,2.0,2.1372549019607843,7.523137254901961,2.786347131445171,LOW
3,3,3,1,1,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2.36,2.878787878787879,2.9607843137254903,20.11538918597742,7.4501441429546,HIGH
3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,2.8181818181818183,3.0,25.363636363636367,9.393939393939396,HIGH
1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1,2,1,3,3,1,3,1,1,1,1,1,1,3,1.16,1.4242424242424243,1.6862745098039216,2.7859298871063576,1.0318258841134658,LOW
1,3,3,1,3,3,1,3,3,3,3,3,3,1,3,1,1,3,1,3,2,3,1,1,1,1,3,3,3,3,3,3,1,3,3,1,1,3,1,3,3,3,3,3,3,1,3,3,3,3,1,3,2.44,1.9696969696969697,2.4901960784313726,11.968033273915626,4.4326049162650465,MEDIUM
3,2,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,1,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,2.56,2.8484848484848486,2.843137254901961,20.732501485442665,7.678704253867653,HIGH
3,3,3,3,1,3,3,3,3,3,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,1,1,3,2.64,2.3333333333333335,2.450980392156863,15.098039215686278,5.591866376180103,MEDIUM
